0,0,0,0,0,0,0,0,0,0
-0.010000000000000009,-0.04499999999999993,-0.06800000000000006,-0.04200000000000004,-0.07099999999999995,-0.040000000000000036,-0.09899999999999998,-0.07099999999999995,-0.06000000000000005,-0.06299999999999994
-0.016999999999999904,-0.05899999999999994,-0.08099999999999996,-0.05699999999999994,-0.08399999999999985,-0.05499999999999994,-0.10899999999999999,-0.08399999999999985,-0.07499999999999996,-0.07599999999999985
-0.026000000000000023,-0.07099999999999995,-0.09199999999999986,-0.07099999999999995,-0.09399999999999986,-0.06899999999999995,-0.11499999999999999,-0.09599999999999986,-0.08599999999999985,-0.08799999999999986
-0.038999999999999924,-0.08399999999999985,-0.10399999999999987,-0.08499999999999996,-0.09999999999999987,-0.08399999999999985,-0.11799999999999988,-0.10499999999999998,-0.09599999999999986,-0.09799999999999986
-0.052999999999999936,-0.09599999999999986,-0.10999999999999988,-0.09599999999999986,-0.10599999999999987,-0.09599999999999986,-0.11699999999999999,-0.11199999999999988,-0.10199999999999987,-0.10499999999999998
-0.06699999999999995,-0.10399999999999987,-0.11599999999999988,-0.10599999999999987,-0.10899999999999999,-0.10599999999999987,-0.11199999999999988,-0.11399999999999988,-0.10499999999999998,-0.10999999999999988
-0.07799999999999985,-0.10799999999999987,-0.11699999999999999,-0.11199999999999988,-0.10899999999999999,-0.11299999999999999,-0.10199999999999987,-0.11299999999999999,-0.10499999999999998,-0.10999999999999988
-0.08599999999999985,-0.10899999999999999,-0.11499999999999999,-0.11499999999999999,-0.10499999999999998,-0.11499999999999999,-0.09099999999999997,-0.10899999999999999,-0.10199999999999987,-0.10699999999999998
-0.09099999999999997,-0.10799999999999987,-0.10999999999999988,-0.11399999999999988,-0.09999999999999987,-0.11499999999999999,-0.07799999999999985,-0.09999999999999987,-0.09599999999999986,-0.09999999999999987
-0.09299999999999997,-0.10399999999999987,-0.10099999999999998,-0.10999999999999988,-0.09199999999999986,-0.10999999999999988,-0.06400000000000006,-0.09099999999999997,-0.08899999999999997,-0.09399999999999986
-0.09199999999999986,-0.09699999999999998,-0.09199999999999986,-0.10399999999999987,-0.08199999999999985,-0.10099999999999998,-0.050000000000000044,-0.08099999999999996,-0.07999999999999985,-0.08399999999999985
-0.08899999999999997,-0.08999999999999986,-0.08099999999999996,-0.09399999999999986,-0.07000000000000006,-0.09099999999999997,-0.03600000000000003,-0.06800000000000006,-0.06800000000000006,-0.07499999999999996
-0.08299999999999996,-0.07999999999999985,-0.06800000000000006,-0.08299999999999996,-0.05899999999999994,-0.07999999999999985,-0.020999999999999908,-0.05499999999999994,-0.05699999999999994,-0.062000000000000055
-0.07499999999999996,-0.06899999999999995,-0.05699999999999994,-0.07099999999999995,-0.04600000000000004,-0.06699999999999995,-0.008999999999999897,-0.040999999999999925,-0.04499999999999993,-0.050000000000000044
